method,method_col,beta_true,sigma_x_me,sigma_y_me,error_ratio,n_per_habitat,n_habitats,mean_bias,rmse,sd_bias,sd_rmse,n_sim
Keras,beta_keras,0.6,0.3,0.3,1.0,72,12,-0.3134070871389849,0.3134070871389849,0.042350785703527585,0.042350785703527585,100
Keras,beta_keras,0.6,0.4,0.2,0.5,36,6,-0.31471413734252557,0.31471413734252557,0.044282397542695084,0.044282397542695084,100
Keras,beta_keras,0.6,0.4,0.2,0.5,36,12,-0.310449241676988,0.310449241676988,0.0406978560220401,0.0406978560220401,100
Keras,beta_keras,0.6,0.4,0.2,0.5,72,6,-0.319200578003365,0.319200578003365,0.040859477100614855,0.040859477100614855,100
Keras,beta_keras,0.6,0.4,0.2,0.5,72,12,-0.3180032839286286,0.3180032839286286,0.04042280663857591,0.04042280663857591,100
Keras,beta_keras,1.0,0.2,0.4,2.0,36,6,-0.7049389890662314,0.7049389890662314,0.038686286021050065,0.038686286021050065,100
Keras,beta_keras,1.0,0.2,0.4,2.0,36,12,-0.6992467966367667,0.6992467966367667,0.042504253763079314,0.042504253763079314,100
Keras,beta_keras,1.0,0.2,0.4,2.0,72,6,-0.7000047892727161,0.7000047892727161,0.04587585330595267,0.04587585330595267,100
Keras,beta_keras,1.0,0.2,0.4,2.0,72,12,-0.7042365587742825,0.7042365587742825,0.0431753789519509,0.0431753789519509,100
Keras,beta_keras,1.0,0.3,0.3,1.0,36,6,-0.700818375440449,0.700818375440449,0.04236314180633647,0.04236314180633647,100
Keras,beta_keras,1.0,0.3,0.3,1.0,36,12,-0.713985427536918,0.713985427536918,0.04199369932007148,0.04199369932007148,100
Keras,beta_keras,1.0,0.3,0.3,1.0,72,6,-0.6993919894618739,0.6993919894618739,0.04496369549516548,0.04496369549516548,100
Keras,beta_keras,1.0,0.3,0.3,1.0,72,12,-0.7003046397133221,0.7003046397133221,0.042659588453887606,0.042659588453887606,100
Keras,beta_keras,1.0,0.4,0.2,0.5,36,6,-0.7096950847205153,0.7096950847205153,0.042166558745473884,0.042166558745473884,100
Keras,beta_keras,1.0,0.4,0.2,0.5,36,12,-0.7038819296086877,0.7038819296086877,0.04376368980845863,0.04376368980845863,100
Keras,beta_keras,1.0,0.4,0.2,0.5,72,6,-0.7026237974486139,0.7026237974486139,0.04113399274648493,0.04113399274648493,100
Keras,beta_keras,1.0,0.4,0.2,0.5,72,12,-0.7082939587481633,0.7082939587481633,0.04363126174479248,0.04363126174479248,100
Keras,beta_keras,1.4,0.2,0.4,2.0,36,6,-1.091472932558372,1.091472932558372,0.0354185416581636,0.0354185416581636,100
Keras,beta_keras,1.4,0.2,0.4,2.0,36,12,-1.0930895293139928,1.0930895293139928,0.042894771739590276,0.042894771739590276,100
Keras,beta_keras,1.4,0.2,0.4,2.0,72,6,-1.096819533589787,1.096819533589787,0.045317111630806574,0.045317111630806574,100
Keras,beta_keras,1.4,0.2,0.4,2.0,72,12,-1.0966296904224144,1.0966296904224144,0.04503880786575965,0.04503880786575965,100
Keras,beta_keras,1.4,0.3,0.3,1.0,36,6,-1.0995942681074482,1.0995942681074482,0.0322834180003554,0.0322834180003554,100
Keras,beta_keras,1.4,0.3,0.3,1.0,36,12,-1.1015851315775942,1.1015851315775942,0.04246067843424648,0.04246067843424648,100
Keras,beta_keras,1.4,0.3,0.3,1.0,72,6,-1.0897881684565072,1.0897881684565072,0.04118225392123207,0.04118225392123207,100
Keras,beta_keras,1.4,0.3,0.3,1.0,72,12,-1.0919341934757538,1.0919341934757538,0.03644663357058269,0.03644663357058269,100
Keras,beta_keras,1.4,0.4,0.2,0.5,36,6,-1.1021002631391728,1.1021002631391728,0.04487563934131891,0.04487563934131891,100
Keras,beta_keras,1.4,0.4,0.2,0.5,36,12,-1.0964826699654622,1.0964826699654622,0.04292532148851521,0.04292532148851521,100
Keras,beta_keras,1.4,0.4,0.2,0.5,72,6,-1.105457250001491,1.105457250001491,0.04896769317735966,0.04896769317735966,100
Keras,beta_keras,1.4,0.4,0.2,0.5,72,12,-1.098526011272588,1.098526011272588,0.04703279634422899,0.04703279634422899,100
Keras (Denoised),beta_keras_denoised,0.6,0.2,0.4,2.0,36,6,0.23171801309513884,0.4141208123890199,0.48994128058913883,0.3479220047568555,100
Keras (Denoised),beta_keras_denoised,0.6,0.2,0.4,2.0,36,12,0.12976730797503697,0.26422076918828585,0.3133404108897345,0.21136241630068853,100
Keras (Denoised),beta_keras_denoised,0.6,0.2,0.4,2.0,72,6,0.1731301189426667,0.3202070002416906,0.360734041210908,0.2384064797370143,100
Keras (Denoised),beta_keras_denoised,0.6,0.2,0.4,2.0,72,12,0.045946266944858906,0.16362497442906732,0.21500083218208563,0.14599374363879944,100
Keras (Denoised),beta_keras_denoised,0.6,0.3,0.3,1.0,36,6,0.2970086401259699,0.3922524817888064,0.5019743468426371,0.4308912366918002,100
Keras (Denoised),beta_keras_denoised,0.6,0.3,0.3,1.0,36,12,0.1002372569891601,0.23898509008286134,0.2861928889793977,0.18537687632198535,100
Keras (Denoised),beta_keras_denoised,0.6,0.3,0.3,1.0,72,6,0.06392950967091499,0.26135322712763864,0.3136979741319933,0.18313716133025865,100
Keras (Denoised),beta_keras_denoised,0.6,0.3,0.3,1.0,72,12,-0.024730567309797623,0.1471986594583934,0.19557962019186428,0.13031829553317922,100
Keras (Denoised),beta_keras_denoised,0.6,0.4,0.2,0.5,36,6,0.1630340539959684,0.38753306335772925,0.5009011510567295,0.3550375866651896,100
Keras (Denoised),beta_keras_denoised,0.6,0.4,0.2,0.5,36,12,0.05472774378208931,0.22161188485279024,0.27459982625617,0.16977201696104524,100
Keras (Denoised),beta_keras_denoised,0.6,0.4,0.2,0.5,72,6,0.061711210331239774,0.2711373356282279,0.34763902765113325,0.22459207313007296,100
Keras (Denoised),beta_keras_denoised,0.6,0.4,0.2,0.5,72,12,-0.08947242249503536,0.1528531358961576,0.1715847907189394,0.1180145524147725,100
Keras (Denoised),beta_keras_denoised,1.0,0.2,0.4,2.0,36,6,0.2834823189318623,0.4416007423620525,0.8083099312624924,0.7331833903319525,100
Keras (Denoised),beta_keras_denoised,1.0,0.2,0.4,2.0,36,12,0.22871511067330905,0.29853930725647276,0.30698514401595905,0.23885747352712478,100
Keras (Denoised),beta_keras_denoised,1.0,0.2,0.4,2.0,72,6,0.25938103277259683,0.3384999760591437,0.36443075069067027,0.29159602728760364,100
Keras (Denoised),beta_keras_denoised,1.0,0.2,0.4,2.0,72,12,0.06992584570876825,0.21593122872645293,0.2828502140044805,0.194540456921743,100
Keras (Denoised),beta_keras_denoised,1.0,0.3,0.3,1.0,36,6,0.25063563826366136,0.5318287117638708,1.1423717126973971,1.0405609613694666,100
Keras (Denoised),beta_keras_denoised,1.0,0.3,0.3,1.0,36,12,0.17165337768979716,0.29560435755431425,0.3214701958086743,0.2117569642577753,100
Keras (Denoised),beta_keras_denoised,1.0,0.3,0.3,1.0,72,6,0.146670579104893,0.2523489120270066,0.2902515591433654,0.20408899149030318,100
Keras (Denoised),beta_keras_denoised,1.0,0.3,0.3,1.0,72,12,-0.017892977324088975,0.18575270400741356,0.25082005188906353,0.16846809198468518,100
Keras (Denoised),beta_keras_denoised,1.0,0.4,0.2,0.5,36,6,0.23115434125129672,0.3691815203788149,0.6176548301231596,0.5457085550394687,100
Keras (Denoised),beta_keras_denoised,1.0,0.4,0.2,0.5,36,12,0.1834907842702274,0.31603460283621326,0.5937279358594899,0.5344483901570343,100
Keras (Denoised),beta_keras_denoised,1.0,0.4,0.2,0.5,72,6,-0.04477294923096272,0.29829051979811494,0.7169453625839446,0.6528089494078619,100
Keras (Denoised),beta_keras_denoised,1.0,0.4,0.2,0.5,72,12,-0.13623177354893742,0.23310918385868984,0.24083896706733338,0.14785530226058743,100
Keras (Denoised),beta_keras_denoised,1.4,0.2,0.4,2.0,36,6,0.1670383783952737,0.48094086310452383,1.0720682907232517,0.9715315524478592,100
Keras (Denoised),beta_keras_denoised,1.4,0.2,0.4,2.0,36,12,0.24849556067335,0.30434871503401534,0.2978106133445004,0.23979400489959166,100
Keras (Denoised),beta_keras_denoised,1.4,0.2,0.4,2.0,72,6,0.2401235054290251,0.3495558344534592,0.5007346250752341,0.43075905468456405,100
Keras (Denoised),beta_keras_denoised,1.4,0.2,0.4,2.0,72,12,0.12907070929876824,0.24802271181934127,0.29528312502634185,0.20465340275531568,100
Keras (Denoised),beta_keras_denoised,1.4,0.3,0.3,1.0,36,6,0.14667793232891677,0.3960878035425031,0.5098345182663198,0.35098820287644716,100
Keras (Denoised),beta_keras_denoised,1.4,0.3,0.3,1.0,36,12,0.12739540658879675,0.26942780579373854,0.3068745682662186,0.19297911052279823,100
Keras (Denoised),beta_keras_denoised,1.4,0.3,0.3,1.0,72,6,0.12269434845902756,0.25288974369706335,0.2957531779835704,0.19513249459170662,100
Keras (Denoised),beta_keras_denoised,1.4,0.3,0.3,1.0,72,12,-0.0506899503813906,0.22164877065153926,0.2708872602868156,0.1623296379585898,100
Keras (Denoised),beta_keras_denoised,1.4,0.4,0.2,0.5,36,6,0.13231065146950452,0.5192785946524302,1.0626316366465614,0.9351443387094924,100
Keras (Denoised),beta_keras_denoised,1.4,0.4,0.2,0.5,36,12,0.04891117784493724,0.24004462453316006,0.30147586389833547,0.18735182993725152,100
Keras (Denoised),beta_keras_denoised,1.4,0.4,0.2,0.5,72,6,0.032592513148672515,0.24646902117131217,0.3345939517066738,0.22730052840198361,100
Keras (Denoised),beta_keras_denoised,1.4,0.4,0.2,0.5,72,12,-0.15764464067114653,0.26178112287605354,0.27075506435350705,0.17084962453711502,100
LMM,beta_lmer,0.6,0.2,0.4,2.0,36,6,-0.15012922307301899,0.17077244014218657,0.14524977586454038,0.12002558533308348,100
LMM,beta_lmer,0.6,0.2,0.4,2.0,36,12,-0.12102309397788735,0.1334554695932143,0.10921872168921146,0.09345051511435214,100
LMM,beta_lmer,0.6,0.2,0.4,2.0,72,6,-0.10963681096785016,0.15163868396651092,0.1476288304453136,0.10348604896444787,100
LMM,beta_lmer,0.6,0.2,0.4,2.0,72,12,-0.12396838626084074,0.13551489293027272,0.10738320929422988,0.09222127916849536,100
LMM,beta_lmer,0.6,0.3,0.3,1.0,36,6,-0.21512488154589002,0.21755515582752805,0.1301420579281969,0.12599524811610913,100
LMM,beta_lmer,0.6,0.3,0.3,1.0,36,12,-0.19842440554256785,0.19842440554256785,0.08408144777755339,0.08408144777755339,100
LMM,beta_lmer,0.6,0.3,0.3,1.0,72,6,-0.21935372679081694,0.21986092461956885,0.12246734008819248,0.12154517876764769,100
LMM,beta_lmer,0.6,0.3,0.3,1.0,72,12,-0.20718753173528914,0.20718753173528914,0.08658799939806032,0.08658799939806032,100
LMM,beta_lmer,0.6,0.4,0.2,0.5,36,6,-0.27746924728921946,0.27746924728921946,0.09227765032698726,0.09227765032698726,100
LMM,beta_lmer,0.6,0.4,0.2,0.5,36,12,-0.2972625778946756,0.2972625778946756,0.07554086237264634,0.07554086237264634,100
LMM,beta_lmer,0.6,0.4,0.2,0.5,72,6,-0.29522928184699326,0.29522928184699326,0.09095633103052089,0.09095633103052089,100
LMM,beta_lmer,0.6,0.4,0.2,0.5,72,12,-0.29765656755370745,0.29765656755370745,0.05622336692729919,0.05622336692729919,100
LMM,beta_lmer,1.0,0.2,0.4,2.0,36,6,-0.20212676393998028,0.21462472075055566,0.15376376108999493,0.13558075317762572,100
LMM,beta_lmer,1.0,0.2,0.4,2.0,36,12,-0.20474222060044567,0.2057748020719733,0.10314861268832386,0.10105178023198254,100
LMM,beta_lmer,1.0,0.2,0.4,2.0,72,6,-0.1969667584726526,0.2034239819221486,0.14655700447740558,0.13735875584031032,100
LMM,beta_lmer,1.0,0.2,0.4,2.0,72,12,-0.20767228371975957,0.20929915645649477,0.09654463541779898,0.09292822522838351,100
LMM,beta_lmer,1.0,0.3,0.3,1.0,36,6,-0.3522388118643716,0.3531457426554192,0.12758059377945416,0.1250224418561737,100
LMM,beta_lmer,1.0,0.3,0.3,1.0,36,12,-0.3609274222205927,0.3609274222205927,0.08399724579233642,0.08399724579233642,100
LMM,beta_lmer,1.0,0.3,0.3,1.0,72,6,-0.35274600779684967,0.35274600779684967,0.1190409356571002,0.1190409356571002,100
LMM,beta_lmer,1.0,0.3,0.3,1.0,72,12,-0.3629856268855232,0.3629856268855232,0.07443964806092489,0.07443964806092489,100
LMM,beta_lmer,1.0,0.4,0.2,0.5,36,6,-0.5017639657848849,0.5017639657848849,0.09261414213354838,0.09261414213354838,100
LMM,beta_lmer,1.0,0.4,0.2,0.5,36,12,-0.49286593135964274,0.49286593135964274,0.06836728693764148,0.06836728693764148,100
LMM,beta_lmer,1.0,0.4,0.2,0.5,72,6,-0.5017978397753082,0.5017978397753082,0.09510345700091782,0.09510345700091782,100
LMM,beta_lmer,1.0,0.4,0.2,0.5,72,12,-0.5045885006706279,0.5045885006706279,0.05867805035338644,0.05867805035338644,100
LMM,beta_lmer,1.4,0.2,0.4,2.0,36,6,-0.28279341237182654,0.2863655211057346,0.17432679533260767,0.1683335903327488,100
LMM,beta_lmer,1.4,0.2,0.4,2.0,36,12,-0.2577450751505992,0.26038326974483456,0.12326048681721927,0.11752623921804782,100
LMM,beta_lmer,1.4,0.2,0.4,2.0,72,6,-0.2501325732206395,0.25835237166373026,0.15136999632850387,0.13671508112265618,100
LMM,beta_lmer,1.4,0.2,0.4,2.0,72,12,-0.25868247147286483,0.25868247147286483,0.11146677954235265,0.11146677954235265,100
LMM,beta_lmer,1.4,0.3,0.3,1.0,36,6,-0.5130237183909959,0.5130237183909959,0.12808768980945426,0.12808768980945426,100
LMM,beta_lmer,1.4,0.3,0.3,1.0,36,12,-0.5148161750585978,0.5148161750585978,0.0948351486643521,0.0948351486643521,100
LMM,beta_lmer,1.4,0.3,0.3,1.0,72,6,-0.5049707611254017,0.5049707611254017,0.10738240996155182,0.10738240996155182,100
LMM,beta_lmer,1.4,0.3,0.3,1.0,72,12,-0.5095025719332292,0.5095025719332292,0.08977269541630807,0.08977269541630807,100
LMM,beta_lmer,1.4,0.4,0.2,0.5,36,6,-0.6838705602685435,0.6838705602685435,0.11468348107735041,0.11468348107735041,100
LMM,beta_lmer,1.4,0.4,0.2,0.5,36,12,-0.7110491217338164,0.7110491217338164,0.07487602393718863,0.07487602393718863,100
LMM,beta_lmer,1.4,0.4,0.2,0.5,72,6,-0.698392711036639,0.698392711036639,0.10398226523466342,0.10398226523466342,100
LMM,beta_lmer,1.4,0.4,0.2,0.5,72,12,-0.7044821648245844,0.7044821648245844,0.06822144168820546,0.06822144168820546,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.2,0.4,2.0,36,6,-0.13810372466292165,0.16993546809020577,0.16165820358011632,0.1273927217036682,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.2,0.4,2.0,36,12,-0.11042386315836056,0.12431707660301658,0.10715851187016036,0.09049142612023423,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.2,0.4,2.0,72,6,-0.10457656346953312,0.14762621916699228,0.1482035545998067,0.10486840094509867,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.2,0.4,2.0,72,12,-0.11605734396844186,0.13181347247933498,0.11109986870871788,0.09164195028088987,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.3,0.3,1.0,36,6,-0.2067275044054061,0.20982412365286787,0.13219247768442174,0.12716886433533756,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.3,0.3,1.0,36,12,-0.1878994265118566,0.18857254985159286,0.08528387052044907,0.08376972471592693,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.3,0.3,1.0,72,6,-0.2168821108712882,0.2177001030407773,0.1198430204785707,0.11833542983150742,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.3,0.3,1.0,72,12,-0.20049776958161739,0.20049776958161739,0.08912247077639379,0.08912247077639379,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.4,0.2,0.5,36,6,-0.26903248672285957,0.26903248672285957,0.09435519810867467,0.09435519810867467,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.4,0.2,0.5,36,12,-0.2902673393289891,0.2902673393289891,0.07712827448850057,0.07712827448850057,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.4,0.2,0.5,72,6,-0.2897745805228465,0.2897745805228465,0.08930775992155122,0.08930775992155122,100
LMM (Rand. Slopes),beta_lmer_slopes,0.6,0.4,0.2,0.5,72,12,-0.29673139641648627,0.29673139641648627,0.05559391726627643,0.05559391726627643,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.2,0.4,2.0,36,6,-0.18408554722480053,0.2019659649753997,0.1544955351047521,0.12998608842519013,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.2,0.4,2.0,36,12,-0.18734565738607262,0.18846496603071383,0.10049745806047833,0.09836077483722261,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.2,0.4,2.0,72,6,-0.18756757690518705,0.19395345756659924,0.1441701632831213,0.13536646043769476,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.2,0.4,2.0,72,12,-0.1962144179965978,0.19869328379686502,0.09593810376860877,0.09063833871704126,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.3,0.3,1.0,36,6,-0.3365710863959956,0.33756509505548293,0.12517590144934085,0.12244239642792079,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.3,0.3,1.0,36,12,-0.3488347936529977,0.3488347936529977,0.0879109058403522,0.0879109058403522,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.3,0.3,1.0,72,6,-0.34495897794474906,0.34495897794474906,0.11469705694540858,0.11469705694540858,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.3,0.3,1.0,72,12,-0.3540874634898663,0.3540874634898663,0.07480191718126376,0.07480191718126376,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.4,0.2,0.5,36,6,-0.4955366713403362,0.4955366713403362,0.09011202425305546,0.09011202425305546,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.4,0.2,0.5,36,12,-0.4838565065836095,0.4838565065836095,0.0697206453996965,0.0697206453996965,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.4,0.2,0.5,72,6,-0.49908428153458007,0.49908428153458007,0.0942117754325127,0.0942117754325127,100
LMM (Rand. Slopes),beta_lmer_slopes,1.0,0.4,0.2,0.5,72,12,-0.5008019862063424,0.5008019862063424,0.059941561185729055,0.059941561185729055,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.2,0.4,2.0,36,6,-0.25834676259009376,0.2634879518795506,0.17581706403250064,0.16793358644001596,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.2,0.4,2.0,36,12,-0.2371242592353841,0.23905906544212271,0.11880202151179022,0.11481851582284595,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.2,0.4,2.0,72,6,-0.22505508177737724,0.23869160128184144,0.15216353626983878,0.12948348696938541,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.2,0.4,2.0,72,12,-0.24976871988749452,0.24976871988749452,0.10994443288203537,0.10994443288203537,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.3,0.3,1.0,36,6,-0.49619436233104786,0.49619436233104786,0.12316603699674394,0.12316603699674394,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.3,0.3,1.0,36,12,-0.5022359432303463,0.5022359432303463,0.09691057187395072,0.09691057187395072,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.3,0.3,1.0,72,6,-0.4995112738507219,0.4995112738507219,0.1061637860596441,0.1061637860596441,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.3,0.3,1.0,72,12,-0.5033870605089524,0.5033870605089524,0.08731802020129102,0.08731802020129102,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.4,0.2,0.5,36,6,-0.6802459479121093,0.6802459479121093,0.11589256648255693,0.11589256648255693,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.4,0.2,0.5,36,12,-0.7078270536326464,0.7078270536326464,0.07372427777781072,0.07372427777781072,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.4,0.2,0.5,72,6,-0.693681838737905,0.693681838737905,0.10240313144581957,0.10240313144581957,100
LMM (Rand. Slopes),beta_lmer_slopes,1.4,0.4,0.2,0.5,72,12,-0.7024744354903661,0.7024744354903661,0.0676887065773388,0.0676887065773388,100
NLME,beta_nlme,0.6,0.2,0.4,2.0,36,6,0.037824232024485045,0.27886633506249786,0.4081884410262744,0.2991838478237497,100
NLME,beta_nlme,0.6,0.2,0.4,2.0,36,12,0.12062406274352798,0.29690313055912454,0.4086671220362262,0.30440772771218055,100
NLME,beta_nlme,0.6,0.2,0.4,2.0,72,6,0.10926230381063984,0.3161008826022857,0.4581267506024825,0.3478647732643543,100
NLME,beta_nlme,0.6,0.2,0.4,2.0,72,12,0.13994579331554624,0.24938919991539682,0.31712915010213377,0.2398548401465978,100
NLME,beta_nlme,0.6,0.3,0.3,1.0,36,6,-0.013952046482053306,0.23781730301238455,0.3137118527055443,0.20367473884617915,100
NLME,beta_nlme,0.6,0.3,0.3,1.0,36,12,0.0443560046014727,0.2112856883913026,0.2904428835448362,0.20310546332724264,100
NLME,beta_nlme,0.6,0.3,0.3,1.0,72,6,-0.01485459060645516,0.2691752776387493,0.3426807022635634,0.21086903359739925,100
NLME,beta_nlme,0.6,0.3,0.3,1.0,72,12,0.021620032857602434,0.1773348649117242,0.2670917714892204,0.20011210434109175,100
NLME,beta_nlme,0.6,0.4,0.2,0.5,36,6,-0.02285684215457976,0.2202877901167587,0.28803186407608267,0.18566956619972413,100
NLME,beta_nlme,0.6,0.4,0.2,0.5,36,12,-0.10105949596686947,0.17389212813888716,0.1796480830113244,0.10975293138789582,100
NLME,beta_nlme,0.6,0.4,0.2,0.5,72,6,-0.08142456201907468,0.23440774620201923,0.29578044715256807,0.19667483293030885,100
NLME,beta_nlme,0.6,0.4,0.2,0.5,72,12,-0.06671155395295662,0.1787808434776986,0.21906093604689242,0.14211838215518866,100
NLME,beta_nlme,1.0,0.2,0.4,2.0,36,6,0.029479540601120614,0.38273452154845633,0.6126861759087324,0.4778041481794309,100
NLME,beta_nlme,1.0,0.2,0.4,2.0,36,12,0.022304964098981386,0.2871944143476434,0.4003371022479056,0.2783137849655983,100
NLME,beta_nlme,1.0,0.2,0.4,2.0,72,6,0.0330594442909312,0.3135509418037678,0.5162261647408771,0.41022695416251526,100
NLME,beta_nlme,1.0,0.2,0.4,2.0,72,12,0.04112526675206585,0.25656524488137733,0.3700048200360667,0.26855410429774107,100
NLME,beta_nlme,1.0,0.3,0.3,1.0,36,6,-0.13576526663263672,0.2934406858524803,0.4002796207040912,0.3030923260241092,100
NLME,beta_nlme,1.0,0.3,0.3,1.0,36,12,-0.11871997899551787,0.27868892255380606,0.31556687153184404,0.18806173433749498,100
NLME,beta_nlme,1.0,0.3,0.3,1.0,72,6,-0.15891760698033153,0.30367391657869014,0.3320660691505629,0.20646655447695417,100
NLME,beta_nlme,1.0,0.3,0.3,1.0,72,12,-0.07515497937811196,0.24314405061660935,0.3135530949025561,0.21048676021803517,100
NLME,beta_nlme,1.0,0.4,0.2,0.5,36,6,-0.2772278137686238,0.313522050640179,0.24085062973981622,0.19066105119118176,100
NLME,beta_nlme,1.0,0.4,0.2,0.5,36,12,-0.2610657190130486,0.28099480538865523,0.18474009392852472,0.15237129780245626,100
NLME,beta_nlme,1.0,0.4,0.2,0.5,72,6,-0.2443588003057272,0.30524805040141845,0.2510318749356273,0.17092051204795222,100
NLME,beta_nlme,1.0,0.4,0.2,0.5,72,12,-0.2470501546789672,0.2959347564994748,0.22414147547305807,0.1530610422874696,100
NLME,beta_nlme,1.4,0.2,0.4,2.0,36,6,-0.12763797415163652,0.4345487547597778,0.5333313889256167,0.33190113364768836,100
NLME,beta_nlme,1.4,0.2,0.4,2.0,36,12,0.055275865546352866,0.3960473360374928,0.6387238707585042,0.5026097851582594,100
NLME,beta_nlme,1.4,0.2,0.4,2.0,72,6,-0.02515311678547506,0.5263011366025895,1.1939288442992944,1.0706607123179634,100
NLME,beta_nlme,1.4,0.2,0.4,2.0,72,12,-0.026358949367399926,0.3634405864255566,0.495488386461729,0.33583814652940636,100
NLME,beta_nlme,1.4,0.3,0.3,1.0,36,6,-0.3361583142003849,0.43101282985887773,0.3705393941402663,0.25257622289227744,100
NLME,beta_nlme,1.4,0.3,0.3,1.0,36,12,-0.17491467148874768,0.4058679119272331,0.5209873804243891,0.3686995333391977,100
NLME,beta_nlme,1.4,0.3,0.3,1.0,72,6,-0.30868858350636197,0.46007295539474596,0.47280227485580956,0.32555793367856833,100
NLME,beta_nlme,1.4,0.3,0.3,1.0,72,12,-0.264945701135165,0.3329107350391968,0.29038731682797625,0.2080409169216668,100
NLME,beta_nlme,1.4,0.4,0.2,0.5,36,6,-0.4580394214164785,0.5389040154782332,0.39510323546422726,0.2732669444144913,100
NLME,beta_nlme,1.4,0.4,0.2,0.5,36,12,-0.4159502036403398,0.4805290328850694,0.34210855800391243,0.2419915335105946,100
NLME,beta_nlme,1.4,0.4,0.2,0.5,72,6,-0.43291808543508176,0.4930894879813156,0.330123210188076,0.22956336706872887,100
NLME,beta_nlme,1.4,0.4,0.2,0.5,72,12,-0.40486870908693207,0.45497887589857705,0.2986831336675788,0.21375052076939552,100
OLS,beta_ols,0.6,0.2,0.4,2.0,36,6,-0.06081249021295296,0.20476852092237333,0.2572733101617376,0.16604633759226364,100
OLS,beta_ols,0.6,0.2,0.4,2.0,36,12,-0.052492508555276186,0.166264647224267,0.19955795626477374,0.12117553286432434,100
OLS,beta_ols,0.6,0.2,0.4,2.0,72,6,-0.015496566292148888,0.20977541375372422,0.25606110302805923,0.14614934574960667,100
OLS,beta_ols,0.6,0.2,0.4,2.0,72,12,-0.018366712708366605,0.1312485629013693,0.1711858756998693,0.11065785320315999,100
OLS,beta_ols,0.6,0.3,0.3,1.0,36,6,-0.06738462977241534,0.18995455085003546,0.24232575526105501,0.16389363046873204,100
OLS,beta_ols,0.6,0.3,0.3,1.0,36,12,-0.06964151986487883,0.14040260581733346,0.16724161483161146,0.11382739779087218,100
OLS,beta_ols,0.6,0.3,0.3,1.0,72,6,-0.10007425961127621,0.20140718648269482,0.2394700635785461,0.1627492801476109,100
OLS,beta_ols,0.6,0.3,0.3,1.0,72,12,-0.07429405983071294,0.1345526627211504,0.15308061484265548,0.10354585269863856,100
OLS,beta_ols,0.6,0.4,0.2,0.5,36,6,-0.0739261745630511,0.16741955319317978,0.20408401229195208,0.13732492518602016,100
OLS,beta_ols,0.6,0.4,0.2,0.5,36,12,-0.1380665559092834,0.17248248766349566,0.15509932414116112,0.11515210694098185,100
OLS,beta_ols,0.6,0.4,0.2,0.5,72,6,-0.11885856161937976,0.1964609365990337,0.22283958369189263,0.15792647349491473,100
OLS,beta_ols,0.6,0.4,0.2,0.5,72,12,-0.13259238764863432,0.1603777355675744,0.153569090654198,0.12393935526185319,100
OLS,beta_ols,1.0,0.2,0.4,2.0,36,6,-0.08254082888545078,0.19128400597548598,0.22772039773783365,0.14757785564321083,100
OLS,beta_ols,1.0,0.2,0.4,2.0,36,12,-0.09779226669328851,0.16053994248737433,0.17691680024457326,0.1221723114899618,100
OLS,beta_ols,1.0,0.2,0.4,2.0,72,6,-0.03871378890106367,0.19000795786854044,0.23551778274936905,0.14322995965367796,100
OLS,beta_ols,1.0,0.2,0.4,2.0,72,12,-0.0614158252898131,0.1555597311970757,0.18397903863029955,0.11495663396087462,100
